,A. Basic Identifiers,,,,,,B. Building Information,,,,,,C. Subject's Personal Information,,,,,D. Subjective Thermal Comfort Information,,,,,,E. Indoor Physical Parameters,,,,,,,,,,,,,,,,,,F. Indoor Calculated Parameters,,,,,G.Outdoor Environment Parameters,,,,,,
20499,SJTU2nd1168,2010-05-04 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.6,1.0,0.87 ,1.0 ,0.1 ,28.1 ,57 ,0.01 ,28.5 ,0.6 ,28.1 ,57 ,0.01 ,28.5 ,1.1 ,28.1 ,57 ,0.01 ,28.5 ,NA,NA,NA,28.4 ,28.6 ,NA,1.06,28.68,25.3 ,NA,NA,NA,NA,NA,NA,
20500,SJTU2nd1169,2010-05-04 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,0.1,1.13 ,1.0 ,0.1 ,26.4 ,62 ,0.02 ,27.1 ,0.6 ,26.4 ,62 ,0.02 ,27.1 ,1.1 ,26.4 ,62 ,0.02 ,27.1 ,NA,NA,NA,26.9 ,27.3 ,NA,0.53,10.94,24.5 ,NA,NA,NA,NA,NA,NA,
20501,SJTU2nd1170,2010-05-04 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,1.6,3.0,1.0,0.71 ,1.1 ,0.1 ,26.3 ,63 ,0.02 ,27.0 ,0.6 ,26.3 ,63 ,0.02 ,27.0 ,1.1 ,26.3 ,63 ,0.02 ,27.0 ,NA,NA,NA,26.8 ,27.2 ,NA,0.47,9.64,24.5 ,NA,NA,NA,NA,NA,NA,
20502,SJTU2nd1171,2010-05-04 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,0.53 ,1.0 ,0.1 ,26.7 ,61 ,0.02 ,27.0 ,0.6 ,26.7 ,61 ,0.02 ,27.0 ,1.1 ,26.7 ,61 ,0.02 ,27.0 ,NA,NA,NA,26.9 ,27.1 ,NA,0.29,6.81,24.5 ,NA,NA,NA,NA,NA,NA,
20503,SJTU2nd1172,2010-05-04 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,1.2,1.0,0.58 ,1.0 ,0.1 ,26.3 ,62 ,0.01 ,27.1 ,0.6 ,26.3 ,62 ,0.01 ,27.1 ,1.1 ,26.3 ,62 ,0.01 ,27.1 ,NA,NA,NA,26.8 ,27.4 ,NA,0.33,7.22,24.5 ,NA,NA,NA,NA,NA,NA,
20504,SJTU2nd1173,2010-05-04 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,1.0,3.0,1.0,0.48 ,1.1 ,0.1 ,26.4 ,62 ,0.02 ,27.1 ,0.6 ,26.4 ,62 ,0.02 ,27.1 ,1.1 ,26.4 ,62 ,0.02 ,27.1 ,NA,NA,NA,26.9 ,27.3 ,NA,0.50,10.31,24.5 ,NA,NA,NA,NA,NA,NA,
20505,SJTU2nd1174,2010-05-04 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,1.0,1.29 ,1.1 ,0.1 ,26.7 ,61 ,0.02 ,27.2 ,0.6 ,26.7 ,61 ,0.02 ,27.2 ,1.1 ,26.7 ,61 ,0.02 ,27.2 ,NA,NA,NA,27.0 ,27.4 ,NA,0.85,20.24,24.5 ,NA,NA,NA,NA,NA,NA,
20506,SJTU2nd1175,2010-05-04 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,2.0,3.0,-0.1,0.75 ,1.0 ,0.1 ,26.7 ,61 ,0.02 ,27.2 ,0.6 ,26.7 ,61 ,0.02 ,27.2 ,1.1 ,26.7 ,61 ,0.02 ,27.2 ,NA,NA,NA,27.0 ,27.4 ,NA,0.68,14.73,24.5 ,NA,NA,NA,NA,NA,NA,
20507,SJTU2nd1176,2010-05-04 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,0.68 ,1.0 ,0.1 ,27.2 ,61 ,0.00 ,27.8 ,0.6 ,27.2 ,61 ,0.00 ,27.8 ,1.1 ,27.2 ,61 ,0.00 ,27.8 ,NA,NA,NA,27.6 ,28.0 ,NA,0.73,16.41,24.5 ,NA,NA,NA,NA,NA,NA,
20508,SJTU2nd1177,2010-05-04 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.5,1.0,1.47 ,1.1 ,0.1 ,27.2 ,61 ,0.00 ,27.8 ,0.6 ,27.2 ,61 ,0.00 ,27.8 ,1.1 ,27.2 ,61 ,0.00 ,27.8 ,NA,NA,NA,27.6 ,28.0 ,NA,0.94,23.96,24.5 ,NA,NA,NA,NA,NA,NA,
20509,SJTU2nd1178,2010-05-06 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,0.55 ,1.0 ,0.1 ,23.8 ,78 ,0.02 ,25.2 ,0.6 ,23.8 ,78 ,0.02 ,25.2 ,1.1 ,23.8 ,78 ,0.02 ,25.2 ,NA,NA,NA,24.8 ,25.8 ,NA,-0.47,9.75,21.3 ,NA,NA,NA,NA,NA,NA,
20510,SJTU2nd1179,2010-05-06 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,-0.9,1.7,1.0,0.93 ,1.0 ,0.1 ,24.2 ,78 ,0.00 ,26.0 ,0.6 ,24.2 ,78 ,0.00 ,26.0 ,1.1 ,24.2 ,78 ,0.00 ,26.0 ,NA,NA,NA,25.5 ,26.8 ,NA,-0.78,17.93,21.3 ,NA,NA,NA,NA,NA,NA,
20511,SJTU2nd1180,2010-05-06 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,1.0,1.02 ,1.1 ,0.1 ,24.4 ,77 ,0.01 ,26.0 ,0.6 ,24.4 ,77 ,0.01 ,26.0 ,1.1 ,24.4 ,77 ,0.01 ,26.0 ,NA,NA,NA,25.6 ,26.7 ,NA,0.73,16.17,21.3 ,NA,NA,NA,NA,NA,NA,
20512,SJTU2nd1181,2010-05-06 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,0.1,0.68 ,1.0 ,0.1 ,24.3 ,77 ,0.01 ,25.2 ,0.6 ,24.3 ,77 ,0.01 ,25.2 ,1.1 ,24.3 ,77 ,0.01 ,25.2 ,NA,NA,NA,24.9 ,25.5 ,NA,0.36,7.72,21.3 ,NA,NA,NA,NA,NA,NA,
20513,SJTU2nd1182,2010-05-06 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,1.0,1.41 ,1.0 ,0.1 ,25.3 ,64 ,0.02 ,26.5 ,0.6 ,25.3 ,64 ,0.02 ,26.5 ,1.1 ,25.3 ,64 ,0.02 ,26.5 ,NA,NA,NA,26.1 ,27.0 ,NA,0.23,6.12,21.3 ,NA,NA,NA,NA,NA,NA,
20514,SJTU2nd1183,2010-05-06 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,0.1,1.05 ,1.0 ,0.1 ,25.4 ,64 ,0.01 ,26.4 ,0.6 ,25.4 ,64 ,0.01 ,26.4 ,1.1 ,25.4 ,64 ,0.01 ,26.4 ,NA,NA,NA,26.1 ,26.8 ,NA,0.15,5.50,21.3 ,NA,NA,NA,NA,NA,NA,
20515,SJTU2nd1184,2010-05-06 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,-0.1,2.5,1.0,0.83 ,1.0 ,0.1 ,25.4 ,64 ,0.01 ,26.4 ,0.6 ,25.4 ,64 ,0.01 ,26.4 ,1.1 ,25.4 ,64 ,0.01 ,26.4 ,NA,NA,NA,26.1 ,26.8 ,NA,0.24,6.21,21.3 ,NA,NA,NA,NA,NA,NA,
20516,SJTU2nd1185,2010-05-13 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,0.1,0.76 ,1.0 ,0.1 ,23.7 ,84 ,0.00 ,24.2 ,0.6 ,23.7 ,84 ,0.00 ,24.2 ,1.1 ,23.7 ,84 ,0.00 ,24.2 ,NA,NA,NA,24.0 ,24.4 ,NA,-0.38,7.99,20.0 ,NA,NA,NA,NA,NA,NA,
20517,SJTU2nd1186,2010-05-13 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,0.95 ,1.0 ,0.1 ,23.5 ,84 ,0.00 ,24.3 ,0.6 ,23.5 ,84 ,0.00 ,24.3 ,1.1 ,23.5 ,84 ,0.00 ,24.3 ,NA,NA,NA,24.1 ,24.6 ,NA,0.11,5.27,20.0 ,NA,NA,NA,NA,NA,NA,
20518,SJTU2nd1187,2010-05-13 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,1.2,1.0,0.66 ,1.1 ,0.1 ,23.9 ,83 ,0.04 ,24.3 ,0.6 ,23.9 ,83 ,0.04 ,24.3 ,1.1 ,23.9 ,83 ,0.04 ,24.3 ,NA,NA,NA,24.2 ,24.4 ,NA,-0.06,5.08,20.0 ,NA,NA,NA,NA,NA,NA,
20519,SJTU2nd1188,2010-05-13 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,1.04 ,1.1 ,0.1 ,23.9 ,83 ,0.00 ,24.4 ,0.6 ,23.9 ,83 ,0.00 ,24.4 ,1.1 ,23.9 ,83 ,0.00 ,24.4 ,NA,NA,NA,24.2 ,24.6 ,NA,0.59,12.29,20.0 ,NA,NA,NA,NA,NA,NA,
20520,SJTU2nd1189,2010-05-13 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,-1.0,4.0,-0.1,0.57 ,1.0 ,0.1 ,23.7 ,83 ,0.03 ,24.3 ,0.6 ,23.7 ,83 ,0.03 ,24.3 ,1.1 ,23.7 ,83 ,0.03 ,24.3 ,NA,NA,NA,24.1 ,24.5 ,NA,-0.44,9.09,20.0 ,NA,NA,NA,NA,NA,NA,
20521,SJTU2nd1190,2010-05-13 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,-0.1,3.0,0.1,0.83 ,1.0 ,0.1 ,24.6 ,79 ,0.01 ,25.3 ,0.6 ,24.6 ,79 ,0.01 ,25.3 ,1.1 ,24.6 ,79 ,0.01 ,25.3 ,NA,NA,NA,25.1 ,25.6 ,NA,0.61,12.87,20.0 ,NA,NA,NA,NA,NA,NA,
20522,SJTU2nd1191,2010-05-13 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,1.0,0.75 ,1.0 ,0.1 ,24.5 ,79 ,0.02 ,25.3 ,0.6 ,24.5 ,79 ,0.02 ,25.3 ,1.1 ,24.5 ,79 ,0.02 ,25.3 ,NA,NA,NA,25.0 ,25.6 ,NA,-0.25,6.34,20.0 ,NA,NA,NA,NA,NA,NA,
20523,SJTU2nd1192,2010-05-13 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.5,1.0,0.77 ,1.0 ,0.1 ,24.5 ,79 ,0.02 ,25.3 ,0.6 ,24.5 ,79 ,0.02 ,25.3 ,1.1 ,24.5 ,79 ,0.02 ,25.3 ,NA,NA,NA,25.0 ,25.6 ,NA,0.57,11.79,20.0 ,NA,NA,NA,NA,NA,NA,
20524,SJTU2nd1193,2010-05-13 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,0.1,0.78 ,1.0 ,0.1 ,21.0 ,84 ,0.01 ,22.7 ,0.6 ,21.0 ,84 ,0.01 ,22.7 ,1.1 ,21.0 ,84 ,0.01 ,22.7 ,NA,NA,NA,22.2 ,23.5 ,NA,-1.55,54.07,17.8 ,NA,NA,NA,NA,NA,NA,
20525,SJTU2nd1194,2010-05-13 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,0.97 ,1.0 ,0.1 ,21.9 ,81 ,0.02 ,22.7 ,0.6 ,21.9 ,81 ,0.02 ,22.7 ,1.1 ,21.9 ,81 ,0.02 ,22.7 ,NA,NA,NA,22.5 ,23.0 ,NA,-1.47,49.23,17.8 ,NA,NA,NA,NA,NA,NA,
20526,SJTU2nd1195,2010-05-13 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,0.78 ,1.0 ,0.1 ,24.1 ,73 ,0.01 ,24.3 ,0.6 ,24.1 ,73 ,0.01 ,24.3 ,1.1 ,24.1 ,73 ,0.01 ,24.3 ,NA,NA,NA,24.2 ,24.4 ,NA,0.32,7.09,17.8 ,NA,NA,NA,NA,NA,NA,
20527,SJTU2nd1196,2010-05-13 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,1.0,0.88 ,1.0 ,0.1 ,24.1 ,73 ,0.01 ,24.3 ,0.6 ,24.1 ,73 ,0.01 ,24.3 ,1.1 ,24.1 ,73 ,0.01 ,24.3 ,NA,NA,NA,24.2 ,24.4 ,NA,-0.62,13.11,17.8 ,NA,NA,NA,NA,NA,NA,
20528,SJTU2nd1197,2010-05-13 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,0.78 ,1.0 ,0.1 ,24.1 ,73 ,0.01 ,24.3 ,0.6 ,24.1 ,73 ,0.01 ,24.3 ,1.1 ,24.1 ,73 ,0.01 ,24.3 ,NA,NA,NA,24.2 ,24.4 ,NA,0.28,6.60,17.8 ,NA,NA,NA,NA,NA,NA,
20529,SJTU2nd1198,2010-05-14 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,1.0,1.19 ,1.0 ,0.1 ,22.5 ,77 ,0.02 ,23.5 ,0.6 ,22.5 ,77 ,0.02 ,23.5 ,1.1 ,22.5 ,77 ,0.02 ,23.5 ,NA,NA,NA,23.2 ,23.9 ,NA,-0.39,8.13,18.6 ,NA,NA,NA,NA,NA,NA,
20530,SJTU2nd1199,2010-05-15 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,0.81 ,1.0 ,0.1 ,21.4 ,85 ,0.00 ,22.1 ,0.6 ,21.4 ,85 ,0.00 ,22.1 ,1.1 ,21.4 ,85 ,0.00 ,22.1 ,NA,NA,NA,21.9 ,22.4 ,NA,-0.59,12.33,18.9 ,NA,NA,NA,NA,NA,NA,
20531,SJTU2nd1200,2010-05-15 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,-1.0,3.0,1.0,0.92 ,1.1 ,0.1 ,21.9 ,82 ,0.02 ,22.2 ,0.6 ,21.9 ,82 ,0.02 ,22.2 ,1.1 ,21.9 ,82 ,0.02 ,22.2 ,NA,NA,NA,22.1 ,22.3 ,NA,0.00,5.00,18.9 ,NA,NA,NA,NA,NA,NA,
20532,SJTU2nd1201,2010-05-15 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,-0.1,1.34 ,1.0 ,0.1 ,21.6 ,83 ,0.03 ,22.1 ,0.6 ,21.6 ,83 ,0.03 ,22.1 ,1.1 ,21.6 ,83 ,0.03 ,22.1 ,NA,NA,NA,21.9 ,22.3 ,NA,-0.38,7.96,18.9 ,NA,NA,NA,NA,NA,NA,
20533,SJTU2nd1202,2010-05-15 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,1.0,0.69 ,1.0 ,0.1 ,22.9 ,77 ,0.02 ,23.6 ,0.6 ,22.9 ,77 ,0.02 ,23.6 ,1.1 ,22.9 ,77 ,0.02 ,23.6 ,NA,NA,NA,23.4 ,23.9 ,NA,0.06,5.07,18.9 ,NA,NA,NA,NA,NA,NA,
20534,SJTU2nd1203,2010-05-15 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,-1.0,3.0,1.0,0.90 ,1.0 ,0.1 ,23.5 ,75 ,0.02 ,23.7 ,0.6 ,23.5 ,75 ,0.02 ,23.7 ,1.1 ,23.5 ,75 ,0.02 ,23.7 ,NA,NA,NA,23.6 ,23.8 ,NA,-0.23,6.06,18.9 ,NA,NA,NA,NA,NA,NA,
20535,SJTU2nd1204,2010-05-17 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,0.75 ,1.0 ,0.1 ,22.6 ,83 ,0.03 ,23.1 ,0.6 ,22.6 ,83 ,0.03 ,23.1 ,1.1 ,22.6 ,83 ,0.03 ,23.1 ,NA,NA,NA,22.9 ,23.3 ,NA,-0.87,21.24,19.2 ,NA,NA,NA,NA,NA,NA,
20536,SJTU2nd1205,2010-05-17 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,1.0,1.02 ,1.0 ,0.1 ,22.6 ,83 ,0.03 ,23.2 ,0.6 ,22.6 ,83 ,0.03 ,23.2 ,1.1 ,22.6 ,83 ,0.03 ,23.2 ,NA,NA,NA,23.0 ,23.4 ,NA,0.03,5.02,19.2 ,NA,NA,NA,NA,NA,NA,
20537,SJTU2nd1206,2010-05-17 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,0.1,0.72 ,1.0 ,0.1 ,22.7 ,82 ,0.01 ,23.2 ,0.6 ,22.7 ,82 ,0.01 ,23.2 ,1.1 ,22.7 ,82 ,0.01 ,23.2 ,NA,NA,NA,23.0 ,23.4 ,NA,-0.21,5.94,19.2 ,NA,NA,NA,NA,NA,NA,
20538,SJTU2nd1207,2010-05-17 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,0.92 ,1.0 ,0.1 ,24.8 ,75 ,0.02 ,24.3 ,0.6 ,24.8 ,75 ,0.02 ,24.3 ,1.1 ,24.8 ,75 ,0.02 ,24.3 ,NA,NA,NA,24.5 ,24.1 ,NA,0.42,8.73,19.2 ,NA,NA,NA,NA,NA,NA,
20539,SJTU2nd1208,2010-05-17 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,0.1,0.85 ,1.0 ,0.1 ,24.4 ,76 ,0.00 ,24.5 ,0.6 ,24.4 ,76 ,0.00 ,24.5 ,1.1 ,24.4 ,76 ,0.00 ,24.5 ,NA,NA,NA,24.5 ,24.5 ,NA,0.08,5.12,19.2 ,NA,NA,NA,NA,NA,NA,
20540,SJTU2nd1209,2010-05-17 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,0.83 ,1.0 ,0.1 ,24.4 ,76 ,0.00 ,24.5 ,0.6 ,24.4 ,76 ,0.00 ,24.5 ,1.1 ,24.4 ,76 ,0.00 ,24.5 ,NA,NA,NA,24.5 ,24.5 ,NA,0.30,6.85,19.2 ,NA,NA,NA,NA,NA,NA,
20541,SJTU2nd1210,2010-05-18 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,-0.1,2.2,1.0,0.78 ,1.1 ,0.1 ,22.2 ,86 ,0.01 ,22.2 ,0.6 ,22.2 ,86 ,0.01 ,22.2 ,1.1 ,22.2 ,86 ,0.01 ,22.2 ,NA,NA,NA,22.2 ,22.2 ,NA,-0.18,5.66,18.9 ,NA,NA,NA,NA,NA,NA,
20542,SJTU2nd1211,2010-05-18 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.2,1.0,1.47 ,1.0 ,0.1 ,24.3 ,76 ,0.02 ,23.9 ,0.6 ,24.3 ,76 ,0.02 ,23.9 ,1.1 ,24.3 ,76 ,0.02 ,23.9 ,NA,NA,NA,24.0 ,23.8 ,NA,0.30,6.83,18.9 ,NA,NA,NA,NA,NA,NA,
20543,SJTU2nd1212,2010-05-18 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,-1.0,3.0,1.0,0.84 ,1.0 ,0.1 ,24.1 ,77 ,0.01 ,24.2 ,0.6 ,24.1 ,77 ,0.01 ,24.2 ,1.1 ,24.1 ,77 ,0.01 ,24.2 ,NA,NA,NA,24.2 ,24.2 ,NA,-0.02,5.01,18.9 ,NA,NA,NA,NA,NA,NA,
20544,SJTU2nd1213,2010-05-18 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,1.06 ,1.0 ,0.1 ,24.1 ,77 ,0.01 ,24.2 ,0.6 ,24.1 ,77 ,0.01 ,24.2 ,1.1 ,24.1 ,77 ,0.01 ,24.2 ,NA,NA,NA,24.2 ,24.2 ,NA,0.21,5.90,18.9 ,NA,NA,NA,NA,NA,NA,
20545,SJTU2nd1214,2010-05-18 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,1.21 ,1.0 ,0.1 ,24.5 ,77 ,0.01 ,24.2 ,0.6 ,24.5 ,77 ,0.01 ,24.2 ,1.1 ,24.5 ,77 ,0.01 ,24.2 ,NA,NA,NA,24.3 ,24.1 ,NA,0.38,8.09,20.1 ,NA,NA,NA,NA,NA,NA,
20546,SJTU2nd1215,2010-05-19 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,1.0,0.80 ,1.0 ,0.1 ,22.8 ,83 ,0.00 ,23.4 ,0.6 ,22.8 ,83 ,0.00 ,23.4 ,1.1 ,22.8 ,83 ,0.00 ,23.4 ,NA,NA,NA,23.2 ,23.6 ,NA,-0.15,5.49,19.8 ,NA,NA,NA,NA,NA,NA,
20547,SJTU2nd1216,2010-05-19 08:00:00,Shanghai Jiao Tong University ,Transition Season,"Hunan Province, Changsha City",Hot summer and cold winter zone ,Office,Office,NA,Naturally Ventilated,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,1.0,1.37 ,1.1 ,0.1 ,22.7 ,82 ,0.00 ,23.2 ,0.6 ,22.7 ,82 ,0.00 ,23.2 ,1.1 ,22.7 ,82 ,0.00 ,23.2 ,NA,NA,NA,23.0 ,23.4 ,NA,0.25,6.30,19.8 ,NA,NA,NA,NA,NA,NA,
